"","artist_name","Valence","danceability","energy","loudness","speechiness","acousticness","liveness","tempo","track_name","album_name","album_release_year"
"361","Taylor Swift",0.374,0.574,0.61,-7.283,0.0732,0.122,0.13,74.957,"So It Goes...","reputation (Big Machine Radio Release Special)",2017
"362","Taylor Swift",0.729,0.655,0.242,-12.29,0.942,0.95,0.161,76.531,"Gorgeous - Commentary","reputation (Big Machine Radio Release Special)",2017
"363","Taylor Swift",0.451,0.8,0.535,-6.684,0.135,0.0713,0.213,92.027,"Gorgeous","reputation (Big Machine Radio Release Special)",2017
"364","Taylor Swift",0.478,0.718,0.177,-14.138,0.945,0.976,0.157,129.971,"Getaway Car - Commentary","reputation (Big Machine Radio Release Special)",2017
"365","Taylor Swift",0.351,0.562,0.689,-6.745,0.127,0.00465,0.0888,172.054,"Getaway Car","reputation (Big Machine Radio Release Special)",2017
"366","Taylor Swift",0.715,0.707,0.346,-11.991,0.945,0.94,0.14,83.407,"King Of My Heart - Commentary","reputation (Big Machine Radio Release Special)",2017
"367","Taylor Swift",0.314,0.675,0.703,-7.902,0.0382,0.00882,0.0391,110.01,"King Of My Heart","reputation (Big Machine Radio Release Special)",2017
"368","Taylor Swift",0.507,0.719,0.281,-12.218,0.951,0.941,0.284,129.863,"Dancing With Our Hands Tied - Commentary","reputation (Big Machine Radio Release Special)",2017
"369","Taylor Swift",0.284,0.624,0.691,-6.686,0.196,0.0604,0.138,160.024,"Dancing With Our Hands Tied","reputation (Big Machine Radio Release Special)",2017
"370","Taylor Swift",0.535,0.692,0.312,-12.316,0.949,0.955,0.0914,100.283,"Dress - Commentary","reputation (Big Machine Radio Release Special)",2017
"371","Taylor Swift",0.0851,0.719,0.469,-8.792,0.0533,0.0329,0.169,120.085,"Dress","reputation (Big Machine Radio Release Special)",2017
"372","Taylor Swift",0.54,0.72,0.207,-12.672,0.927,0.983,0.252,130.302,"This Is Why We Can't Have Nice Things - Commentary","reputation (Big Machine Radio Release Special)",2017
"373","Taylor Swift",0.438,0.567,0.789,-5.986,0.115,0.0156,0.382,163.96,"This Is Why We Can't Have Nice Things","reputation (Big Machine Radio Release Special)",2017
"374","Taylor Swift",0.529,0.736,0.339,-12.422,0.926,0.947,0.109,68.253,"Call It What You Want - Commentary","reputation (Big Machine Radio Release Special)",2017
"375","Taylor Swift",0.252,0.598,0.504,-9.874,0.0731,0.186,0.34,163.954,"Call It What You Want","reputation (Big Machine Radio Release Special)",2017
"376","Taylor Swift",0.424,0.719,0.158,-13.859,0.946,0.982,0.257,130.315,"New Year's Day - Commentary","reputation (Big Machine Radio Release Special)",2017
"377","Taylor Swift",0.23,0.661,0.151,-12.864,0.0354,0.921,0.13,94.922,"New Year’s Day","reputation (Big Machine Radio Release Special)",2017
"378","Taylor Swift",0.668,0.774,0.298,-12.472,0.954,0.952,0.147,69.091,"Radio Outro - Commentary","reputation (Big Machine Radio Release Special)",2017
"379","Taylor Swift",0.316,0.602,0.605,-7.803,0.0244,0.0448,0.128,93.061,"All Too Well","reputation Stadium Tour Surprise Song Playlist",2017
"380","Taylor Swift",0.465,0.55,0.688,-7.416,0.0897,0.0692,0.106,139.997,"Wildest Dreams","reputation Stadium Tour Surprise Song Playlist",2017
"381","Taylor Swift",0.383,0.669,0.448,-8.566,0.0285,0.639,0.158,126.068,"The Best Day","reputation Stadium Tour Surprise Song Playlist",2017
"382","Taylor Swift",0.647,0.605,0.899,-4.273,0.0423,0.0779,0.0911,124.985,"Red","reputation Stadium Tour Surprise Song Playlist",2017
"383","Taylor Swift",0.648,0.627,0.816,-6.698,0.0774,0.0162,0.0965,157.043,"Holy Ground","reputation Stadium Tour Surprise Song Playlist",2017
"384","Taylor Swift",0.263,0.626,0.427,-6.993,0.0234,0.313,0.138,99.959,"Teardrops On My Guitar - Radio Single Remix","reputation Stadium Tour Surprise Song Playlist",2017
"385","Taylor Swift",0.565,0.545,0.663,-5.05,0.0363,0.114,0.321,178.013,"Our Song","reputation Stadium Tour Surprise Song Playlist",2017
"386","Taylor Swift",0.68,0.66,0.733,-6.564,0.0379,0.00254,0.0473,104.009,"22","reputation Stadium Tour Surprise Song Playlist",2017
"387","Taylor Swift",0.665,0.536,0.464,-6.761,0.0412,0.00476,0.0357,77.318,"I Knew You Were Trouble.","reputation Stadium Tour Surprise Song Playlist",2017
"388","Taylor Swift",0.106,0.731,0.445,-8.418,0.0533,0.0586,0.14,117.97,"I Don’t Wanna Live Forever (Fifty Shades Darker)","reputation Stadium Tour Surprise Song Playlist",2017
"389","Taylor Swift",0.79,0.576,0.754,-3.982,0.0428,0.451,0.223,163.886,"Mean","reputation Stadium Tour Surprise Song Playlist",2017
"390","Taylor Swift",0.545,0.765,0.656,-6.112,0.0504,0.00364,0.0918,119.997,"How You Get The Girl","reputation Stadium Tour Surprise Song Playlist",2017
"391","Taylor Swift",0.374,0.574,0.61,-7.283,0.0732,0.122,0.13,74.957,"So It Goes...","reputation Stadium Tour Surprise Song Playlist",2017
"392","Taylor Swift",0.211,0.55,0.628,-4.437,0.0269,0.0717,0.138,95.122,"Fifteen","reputation Stadium Tour Surprise Song Playlist",2017
"393","Taylor Swift",0.67,0.621,0.779,-2.943,0.0301,0.00302,0.187,121.034,"Mine","reputation Stadium Tour Surprise Song Playlist",2017
"394","Taylor Swift",0.399,0.61,0.782,-2.98,0.0309,0.041,0.16,114.977,"Sparks Fly","reputation Stadium Tour Surprise Song Playlist",2017
"395","Taylor Swift",0.383,0.591,0.828,-5.895,0.0333,0.000184,0.0879,129.962,"State Of Grace","reputation Stadium Tour Surprise Song Playlist",2017
"396","Taylor Swift",0.37,0.431,0.949,-2.622,0.0605,0.0648,0.0612,162.012,"Haunted","reputation Stadium Tour Surprise Song Playlist",2017
"397","Taylor Swift",0.545,0.714,0.309,-8.828,0.0302,0.824,0.136,124.894,"Never Grow Up","reputation Stadium Tour Surprise Song Playlist",2017
"398","Taylor Swift",0.395,0.704,0.621,-8.086,0.0334,0.101,0.14,109.995,"Treacherous","reputation Stadium Tour Surprise Song Playlist",2017
"399","Taylor Swift",0.643,0.577,0.784,-3.266,0.101,0.0221,0.125,171.791,"Babe","reputation Stadium Tour Surprise Song Playlist",2017
"400","Taylor Swift",0.658,0.789,0.634,-4.762,0.0323,0.0348,0.302,116.992,"Welcome To New York","reputation Stadium Tour Surprise Song Playlist",2017
"401","Taylor Swift",0.429,0.603,0.718,-4.401,0.0272,0.0377,0.307,100.163,"Fearless","reputation Stadium Tour Surprise Song Playlist",2017
"402","Taylor Swift",0.218,0.535,0.626,-3.895,0.0274,0.0717,0.158,81.963,"Enchanted","reputation Stadium Tour Surprise Song Playlist",2017
"403","Taylor Swift",0.234,0.543,0.763,-4.206,0.0376,0.00418,0.111,96.006,"Change","reputation Stadium Tour Surprise Song Playlist",2017
"404","Taylor Swift",0.228,0.61,0.56,-7.392,0.0279,0.469,0.087,159.837,"Ours","reputation Stadium Tour Surprise Song Playlist",2017
"405","Taylor Swift",0.338,0.553,0.841,-6.937,0.0396,0.000743,0.341,92.008,"Out Of The Woods","reputation Stadium Tour Surprise Song Playlist",2017
"406","Taylor Swift",0.217,0.483,0.548,-6.291,0.0254,0.00471,0.0997,79.926,"Come Back...Be Here","reputation Stadium Tour Surprise Song Playlist",2017
"407","Taylor Swift",0.438,0.573,0.767,-2.929,0.0323,0.0577,0.327,114.984,"A Place in this World","reputation Stadium Tour Surprise Song Playlist",2017
"408","Taylor Swift",0.107,0.481,0.435,-8.795,0.0321,0.678,0.0928,143.95,"This Love","reputation Stadium Tour Surprise Song Playlist",2017
"409","Taylor Swift",0.561,0.706,0.505,-7.639,0.0358,0.0352,0.13,117.935,"The Lucky One","reputation Stadium Tour Surprise Song Playlist",2017
"410","Taylor Swift",0.224,0.609,0.383,-5.732,0.0243,0.56,0.165,96.005,"Invisible","reputation Stadium Tour Surprise Song Playlist",2017
"411","Taylor Swift",0.167,0.442,0.48,-7.405,0.0281,0.416,0.129,73.849,"Breathe","reputation Stadium Tour Surprise Song Playlist",2017
"412","Taylor Swift",0.507,0.502,0.843,-3.648,0.0378,0.123,0.0974,143.944,"Better Man","reputation Stadium Tour Surprise Song Playlist",2017
"413","Taylor Swift",0.818,0.617,0.699,-5.712,0.0274,0.113,0.074,80.007,"Jump Then Fall","reputation Stadium Tour Surprise Song Playlist",2017
"414","Taylor Swift",0.323,0.53,0.526,-8.349,0.0263,0.199,0.14,79.025,"Begin Again","reputation Stadium Tour Surprise Song Playlist",2017
"415","Taylor Swift",0.238,0.479,0.547,-4.948,0.0275,0.521,0.0728,146.147,"Tied Together with a Smile","reputation Stadium Tour Surprise Song Playlist",2017
"416","Taylor Swift",0.65,0.547,0.808,-3.63,0.0398,0.00556,0.0587,139.908,"The Story Of Us","reputation Stadium Tour Surprise Song Playlist",2017
"417","Taylor Swift",0.52,0.607,0.829,-5.02,0.0588,0.0806,0.207,128.057,"Forever & Always","reputation Stadium Tour Surprise Song Playlist",2017
"418","Taylor Swift",0.838,0.843,0.541,-7.361,0.0318,0.191,0.108,116.001,"Hey Stephen","reputation Stadium Tour Surprise Song Playlist",2017
"419","Taylor Swift",0.714,0.712,0.603,-3.753,0.0304,0.0991,0.102,118.986,"Speak Now","reputation Stadium Tour Surprise Song Playlist",2017
"420","Taylor Swift",0.197,0.422,0.692,-5.447,0.0549,0.0493,0.177,184.014,"Wonderland","reputation Stadium Tour Surprise Song Playlist",2017
"421","Taylor Swift",0.218,0.578,0.348,-8.066,0.0257,0.314,0.1,92.673,"White Horse","reputation Stadium Tour Surprise Song Playlist",2017
"422","Taylor Swift",0.521,0.556,0.933,-3.685,0.072,0.00454,0.101,143.936,"I'm Only Me When I'm With You","reputation Stadium Tour Surprise Song Playlist",2017
"423","Taylor Swift",0.616,0.649,0.777,-5.797,0.0391,0.0192,0.234,126.014,"Starlight","reputation Stadium Tour Surprise Song Playlist",2017
"424","Taylor Swift",0.495,0.602,0.755,-4.991,0.071,0.245,0.178,159.965,"I Know Places","reputation Stadium Tour Surprise Song Playlist",2017
"425","Taylor Swift",0.36,0.823,0.635,-6.293,0.0465,0.0471,0.348,116.989,"Welcome To New York - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"426","Taylor Swift",0.593,0.605,0.69,-4.914,0.0522,0.0381,0.113,191.998,"Blank Space - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"427","Taylor Swift",0.468,0.57,0.841,-6.12,0.0312,0.000585,0.104,94.996,"Style - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"428","Taylor Swift",0.0487,0.49,0.924,-6.497,0.0344,2.71e-05,0.408,92.021,"Out Of The Woods - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"429","Taylor Swift",0.599,0.628,0.716,-6.377,0.0346,0.000201,0.209,97.01,"All You Had To Do Was Stay - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"430","Taylor Swift",0.831,0.705,0.829,-6.105,0.0977,0.00154,0.462,160.029,"Shake It Off - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"431","Taylor Swift",0.185,0.591,0.944,-6.179,0.0432,0.000811,0.135,117.991,"I Wish You Would - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"432","Taylor Swift",0.165,0.66,0.838,-6.765,0.103,0.0399,0.238,170.003,"Bad Blood - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"433","Taylor Swift",0.441,0.544,0.586,-10.553,0.0348,0.0909,0.139,140.09,"Wildest Dreams - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"434","Taylor Swift",0.467,0.731,0.624,-7.092,0.0457,0.000133,0.0811,120.012,"How You Get The Girl - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"435","Taylor Swift",0.064,0.482,0.397,-10.138,0.0285,0.669,0.0899,143.962,"This Love - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"436","Taylor Swift",0.413,0.64,0.713,-6.634,0.0606,0.0112,0.64,80.014,"I Know Places - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"437","Taylor Swift",0.384,0.856,0.371,-9.921,0.0425,0.241,0.111,103.999,"Clean - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"438","Taylor Swift",0.09,0.464,0.561,-6.741,0.0314,0.00557,0.108,184.048,"Wonderland - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"439","Taylor Swift",0.209,0.448,0.424,-12.148,0.038,0.806,0.0946,84.923,"You Are In Love - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"440","Taylor Swift",0.588,0.61,0.95,-4.936,0.047,0.000636,0.273,121.995,"New Romantics - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2015
"441","Taylor Swift",0.615,0.793,0.634,-4.807,0.0324,0.038,0.304,117.023,"Welcome To New York","1989",2014
"442","Taylor Swift",0.583,0.752,0.678,-5.421,0.0646,0.085,0.13,96.009,"Blank Space","1989",2014
"443","Taylor Swift",0.456,0.598,0.786,-5.572,0.0382,0.00256,0.117,95.021,"Style","1989",2014
"444","Taylor Swift",0.342,0.552,0.841,-6.938,0.0372,0.00103,0.337,91.993,"Out Of The Woods","1989",2014
"445","Taylor Swift",0.472,0.602,0.735,-5.778,0.0337,0.00196,0.105,96.969,"All You Had To Do Was Stay","1989",2014
"446","Taylor Swift",0.943,0.648,0.785,-5.414,0.165,0.0561,0.148,160.02,"Shake It Off","1989",2014
"447","Taylor Swift",0.503,0.649,0.898,-5.963,0.0511,0.016,0.109,118.027,"I Wish You Would","1989",2014
"448","Taylor Swift",0.295,0.652,0.802,-6.114,0.181,0.0871,0.148,170.157,"Bad Blood","1989",2014
"449","Taylor Swift",0.467,0.553,0.664,-7.417,0.0741,0.0709,0.106,140.06,"Wildest Dreams","1989",2014
"450","Taylor Swift",0.525,0.764,0.659,-6.136,0.0492,0.00463,0.0915,119.982,"How You Get The Girl","1989",2014
"451","Taylor Swift",0.0858,0.485,0.459,-8.768,0.0337,0.635,0.101,71.981,"This Love","1989",2014
"452","Taylor Swift",0.507,0.595,0.763,-4.991,0.0661,0.231,0.2,159.959,"I Know Places","1989",2014
"453","Taylor Swift",0.211,0.81,0.38,-7.755,0.035,0.242,0.113,103.981,"Clean","1989",2014
"454","Taylor Swift",0.615,0.793,0.634,-4.807,0.0324,0.038,0.304,117.023,"Welcome To New York","1989",2014
"455","Taylor Swift",0.583,0.752,0.678,-5.421,0.0646,0.085,0.13,96.009,"Blank Space","1989",2014
"456","Taylor Swift",0.456,0.598,0.786,-5.572,0.0382,0.00256,0.117,95.021,"Style","1989",2014
"457","Taylor Swift",0.342,0.552,0.841,-6.938,0.0372,0.00103,0.337,91.993,"Out Of The Woods","1989",2014
"458","Taylor Swift",0.472,0.602,0.735,-5.778,0.0337,0.00196,0.105,96.969,"All You Had To Do Was Stay","1989",2014
"459","Taylor Swift",0.943,0.648,0.785,-5.414,0.165,0.0561,0.148,160.02,"Shake It Off","1989",2014
"460","Taylor Swift",0.503,0.649,0.898,-5.963,0.0511,0.016,0.109,118.027,"I Wish You Would","1989",2014
"461","Taylor Swift",0.295,0.652,0.802,-6.114,0.181,0.0871,0.148,170.157,"Bad Blood","1989",2014
"462","Taylor Swift",0.467,0.553,0.664,-7.417,0.0741,0.0709,0.106,140.06,"Wildest Dreams","1989",2014
"463","Taylor Swift",0.525,0.764,0.659,-6.136,0.0492,0.00463,0.0915,119.982,"How You Get The Girl","1989",2014
"464","Taylor Swift",0.0858,0.485,0.459,-8.768,0.0337,0.635,0.101,71.981,"This Love","1989",2014
"465","Taylor Swift",0.507,0.595,0.763,-4.991,0.0661,0.231,0.2,159.959,"I Know Places","1989",2014
"466","Taylor Swift",0.211,0.81,0.38,-7.755,0.035,0.242,0.113,103.981,"Clean","1989",2014
"467","Taylor Swift",0.612,0.627,0.226,-15.595,0.95,0.839,0.286,77.502,"Welcome to New York - Commentary","1989 (Big Machine Radio Release Special)",2014
"468","Taylor Swift",0.658,0.789,0.634,-4.762,0.0323,0.0348,0.302,116.992,"Welcome To New York","1989 (Big Machine Radio Release Special)",2014
"469","Taylor Swift",0.547,0.684,0.272,-15.652,0.887,0.827,0.209,100.356,"Blank Space - Commentary","1989 (Big Machine Radio Release Special)",2014
"470","Taylor Swift",0.57,0.76,0.703,-5.412,0.054,0.103,0.0913,95.997,"Blank Space","1989 (Big Machine Radio Release Special)",2014
"471","Taylor Swift",0.621,0.646,0.337,-14.97,0.926,0.68,0.247,88.155,"Style - Commentary","1989 (Big Machine Radio Release Special)",2014
"472","Taylor Swift",0.487,0.588,0.791,-5.595,0.0402,0.00245,0.118,94.933,"Style","1989 (Big Machine Radio Release Special)",2014
"473","Taylor Swift",0.577,0.663,0.24,-15.988,0.93,0.732,0.19,93.705,"Out Of The Woods - Commentary","1989 (Big Machine Radio Release Special)",2014
"474","Taylor Swift",0.338,0.553,0.841,-6.937,0.0396,0.000743,0.341,92.008,"Out Of The Woods","1989 (Big Machine Radio Release Special)",2014
"475","Taylor Swift",0.56,0.7,0.223,-14.542,0.875,0.74,0.726,105.468,"All You Had To Do Was Stay - Commentary","1989 (Big Machine Radio Release Special)",2014
"476","Taylor Swift",0.539,0.605,0.725,-5.729,0.0323,0.00201,0.101,96.97,"All You Had To Do Was Stay","1989 (Big Machine Radio Release Special)",2014
"477","Taylor Swift",0.629,0.729,0.278,-15.463,0.935,0.772,0.199,87.915,"Shake It Off - Commentary","1989 (Big Machine Radio Release Special)",2014
"478","Taylor Swift",0.942,0.647,0.8,-5.384,0.165,0.0647,0.334,160.078,"Shake It Off","1989 (Big Machine Radio Release Special)",2014
"479","Taylor Swift",0.646,0.627,0.266,-15.426,0.929,0.796,0.292,79.281,"I Wish You Would - Commentary","1989 (Big Machine Radio Release Special)",2014
"480","Taylor Swift",0.513,0.653,0.893,-5.966,0.0538,0.0158,0.102,118.035,"I Wish You Would","1989 (Big Machine Radio Release Special)",2014
"481","Taylor Swift",0.571,0.627,0.312,-14.772,0.927,0.854,0.153,81.512,"Bad Blood - Commentary","1989 (Big Machine Radio Release Special)",2014
"482","Taylor Swift",0.287,0.646,0.794,-6.104,0.19,0.0885,0.201,170.216,"Bad Blood","1989 (Big Machine Radio Release Special)",2014
"483","Taylor Swift",0.681,0.755,0.247,-14.931,0.891,0.849,0.363,86.883,"Wildest Dreams - Commentary","1989 (Big Machine Radio Release Special)",2014
"484","Taylor Swift",0.465,0.55,0.688,-7.416,0.0897,0.0692,0.106,139.997,"Wildest Dreams","1989 (Big Machine Radio Release Special)",2014
"485","Taylor Swift",0.838,0.752,0.368,-15.081,0.925,0.824,0.671,79.214,"How You Get The Girl - Commentary","1989 (Big Machine Radio Release Special)",2014
"486","Taylor Swift",0.545,0.765,0.656,-6.112,0.0504,0.00364,0.0918,119.997,"How You Get The Girl","1989 (Big Machine Radio Release Special)",2014
"487","Taylor Swift",0.657,0.736,0.323,-15.49,0.934,0.828,0.262,78.761,"This Love - Commentary","1989 (Big Machine Radio Release Special)",2014
"488","Taylor Swift",0.107,0.481,0.435,-8.795,0.0321,0.678,0.0928,143.95,"This Love","1989 (Big Machine Radio Release Special)",2014
"489","Taylor Swift",0.629,0.742,0.29,-15.169,0.921,0.745,0.212,113.854,"I Know Places - Commentary","1989 (Big Machine Radio Release Special)",2014
"490","Taylor Swift",0.495,0.602,0.755,-4.991,0.071,0.245,0.178,159.965,"I Know Places","1989 (Big Machine Radio Release Special)",2014
"491","Taylor Swift",0.61,0.685,0.28,-16.219,0.895,0.844,0.316,99.561,"Clean - Commentary","1989 (Big Machine Radio Release Special)",2014
"492","Taylor Swift",0.211,0.815,0.377,-7.754,0.0346,0.232,0.1,103.97,"Clean","1989 (Big Machine Radio Release Special)",2014
"493","Taylor Swift",0.334,0.823,0.68,-5.815,0.0464,0.0628,0.357,117.022,"Welcome To New York - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"494","Taylor Swift",0.598,0.603,0.708,-4.515,0.0527,0.0371,0.0991,191.992,"Blank Space - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"495","Taylor Swift",0.481,0.501,0.845,-5.713,0.0345,0.000529,0.102,94.92,"Style - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"496","Taylor Swift",0.0612,0.471,0.93,-6.125,0.0388,2.86e-05,0.41,92.025,"Out Of The Woods - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"497","Taylor Swift",0.579,0.629,0.731,-5.973,0.0338,0.000199,0.236,96.985,"All You Had To Do Was Stay - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"498","Taylor Swift",0.825,0.704,0.835,-5.708,0.1,0.0015,0.502,159.995,"Shake It Off - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"499","Taylor Swift",0.236,0.588,0.94,-5.778,0.0435,0.000745,0.212,117.977,"I Wish You Would - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"500","Taylor Swift",0.181,0.667,0.849,-6.367,0.0959,0.0401,0.217,170.057,"Bad Blood - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"501","Taylor Swift",0.454,0.547,0.609,-10.103,0.0352,0.0708,0.136,140.034,"Wildest Dreams - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"502","Taylor Swift",0.456,0.733,0.648,-6.708,0.0431,0.000148,0.0865,119.976,"How You Get The Girl - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"503","Taylor Swift",0.0665,0.484,0.4,-9.727,0.0288,0.684,0.0901,144.014,"This Love - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"504","Taylor Swift",0.458,0.622,0.732,-6.14,0.0564,0.0106,0.559,160.064,"I Know Places - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"505","Taylor Swift",0.369,0.854,0.385,-9.492,0.0404,0.257,0.11,103.993,"Clean - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"506","Taylor Swift",0.0843,0.453,0.534,-6.798,0.0292,0.00463,0.131,184.026,"Wonderland - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"507","Taylor Swift",0.246,0.32,0.43,-12.272,0.046,0.815,0.0952,169.956,"You Are In Love - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"508","Taylor Swift",0.558,0.613,0.945,-4.945,0.0484,0.000591,0.133,121.989,"New Romantics - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe Edition)",2014
"509","Taylor Swift",0.36,0.823,0.635,-6.293,0.0465,0.0471,0.348,116.989,"Welcome To New York - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"510","Taylor Swift",0.593,0.605,0.69,-4.914,0.0522,0.0381,0.113,191.998,"Blank Space - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"511","Taylor Swift",0.468,0.57,0.841,-6.12,0.0312,0.000585,0.104,94.996,"Style - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"512","Taylor Swift",0.0487,0.49,0.924,-6.497,0.0344,2.71e-05,0.408,92.021,"Out Of The Woods - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"513","Taylor Swift",0.599,0.628,0.716,-6.377,0.0346,0.000201,0.209,97.01,"All You Had To Do Was Stay - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"514","Taylor Swift",0.831,0.705,0.829,-6.105,0.0977,0.00154,0.462,160.029,"Shake It Off - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"515","Taylor Swift",0.185,0.591,0.944,-6.179,0.0432,0.000811,0.135,117.991,"I Wish You Would - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"516","Taylor Swift",0.165,0.66,0.838,-6.765,0.103,0.0399,0.238,170.003,"Bad Blood - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"517","Taylor Swift",0.441,0.544,0.586,-10.553,0.0348,0.0909,0.139,140.09,"Wildest Dreams - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"518","Taylor Swift",0.467,0.731,0.624,-7.092,0.0457,0.000133,0.0811,120.012,"How You Get The Girl - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"519","Taylor Swift",0.064,0.482,0.397,-10.138,0.0285,0.669,0.0899,143.962,"This Love - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"520","Taylor Swift",0.413,0.64,0.713,-6.634,0.0606,0.0112,0.64,80.014,"I Know Places - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"521","Taylor Swift",0.384,0.856,0.371,-9.921,0.0425,0.241,0.111,103.999,"Clean - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"522","Taylor Swift",0.09,0.464,0.561,-6.741,0.0314,0.00557,0.108,184.048,"Wonderland - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"523","Taylor Swift",0.209,0.448,0.424,-12.148,0.038,0.806,0.0946,84.923,"You Are In Love - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"524","Taylor Swift",0.588,0.61,0.95,-4.936,0.047,0.000636,0.273,121.995,"New Romantics - Karaoke Version","Taylor Swift Karaoke: 1989 (Deluxe)",2014
"525","Taylor Swift",0.334,0.823,0.68,-5.815,0.0464,0.0628,0.357,117.022,"Welcome To New York - Karaoke Version","Taylor Swift Karaoke: 1989",2014
"526","Taylor Swift",0.598,0.603,0.708,-4.515,0.0527,0.0371,0.0991,191.992,"Blank Space - Karaoke Version","Taylor Swift Karaoke: 1989",2014
"527","Taylor Swift",0.481,0.501,0.845,-5.713,0.0345,0.000529,0.102,94.92,"Style - Karaoke Version","Taylor Swift Karaoke: 1989",2014
"528","Taylor Swift",0.0612,0.471,0.93,-6.125,0.0388,2.86e-05,0.41,92.025,"Out Of The Woods - Karaoke Version","Taylor Swift Karaoke: 1989",2014
"529","Taylor Swift",0.579,0.629,0.731,-5.973,0.0338,0.000199,0.236,96.985,"All You Had To Do Was Stay - Karaoke Version","Taylor Swift Karaoke: 1989",2014
"530","Taylor Swift",0.825,0.704,0.835,-5.708,0.1,0.0015,0.502,159.995,"Shake It Off - Karaoke Version","Taylor Swift Karaoke: 1989",2014
"531","Taylor Swift",0.236,0.588,0.94,-5.778,0.0435,0.000745,0.212,117.977,"I Wish You Would - Karaoke Version","Taylor Swift Karaoke: 1989",2014
"532","Taylor Swift",0.181,0.667,0.849,-6.367,0.0959,0.0401,0.217,170.057,"Bad Blood - Karaoke Version","Taylor Swift Karaoke: 1989",2014
"533","Taylor Swift",0.454,0.547,0.609,-10.103,0.0352,0.0708,0.136,140.034,"Wildest Dreams - Karaoke Version","Taylor Swift Karaoke: 1989",2014
"534","Taylor Swift",0.456,0.733,0.648,-6.708,0.0431,0.000148,0.0865,119.976,"How You Get The Girl - Karaoke Version","Taylor Swift Karaoke: 1989",2014
"535","Taylor Swift",0.0665,0.484,0.4,-9.727,0.0288,0.684,0.0901,144.014,"This Love - Karaoke Version","Taylor Swift Karaoke: 1989",2014
"536","Taylor Swift",0.458,0.622,0.732,-6.14,0.0564,0.0106,0.559,160.064,"I Know Places - Karaoke Version","Taylor Swift Karaoke: 1989",2014
